id	status	priority	category	project	project_id	trigger_source	dedupe_key	created_at	updated_at	title	action
8aacc032-6b35-47ea-8f24-15f5a5b79136	open	high	dev	""	""	""	strategy-drift-记忆注入机制正式确立为三层架构mcp静态摘要-tool描述引导-missioncontextbuildclaudemd动态注入彻底分离了持久化全局偏好与当前会话动态状态	2026-03-16T11:43:45.681657+00:00	2026-03-16T11:43:45.681657+00:00	架构漂移: 记忆注入机制正式确立为三层架构（MCP静态摘要 + Tool描述引导 + mission_context_build/C...	close: old drift/automation reports
d205bbf5-2f2b-4f89-97c9-a6a631a17b06	open	high	dev	""	""	""	strategy-drift-claudemd-形成用户手动硬编码强规则凭据skill索引与missiond-自动接管偏好近期话题的双轨共治结构物理分割了上下文管理权限	2026-03-16T11:44:30.196567+00:00	2026-03-16T11:44:30.196567+00:00	架构漂移: CLAUDE.md 形成『用户手动硬编码（强规则/凭据/Skill索引）』与『MissionD 自动接管（偏好/近期话题...	close: old drift/automation reports
11edd6e3-2bb4-4d36-aa73-74a9c0fb1f0c	open	high	dev	""	""	""	strategy-drift-全面废弃细粒度的-messagepipelinestate-表将知识提取管道的追踪收敛至-conversations-表的会话级原子属性analyzedat	2026-03-16T11:52:31.895649+00:00	2026-03-16T11:52:31.895649+00:00	架构漂移: 全面废弃细粒度的 message_pipeline_state 表，将知识提取管道的追踪收敛至 conversation...	close: old drift/automation reports
7d0cf347-0df0-4341-a984-732b308f1696	open	high	dev	""	""	""	strategy-drift-slotconfig-增加-env-字段支持自定义环境变量并通过-resolveenvvalue	2026-03-16T13:07:12.012724+00:00	2026-03-16T13:07:12.012724+00:00	架构漂移: SlotConfig 增加 env 字段支持自定义环境变量，并通过 resolve_env_value 支持了 ${se...	close: old drift/automation reports
2ed4b1a0-02a2-44a7-a5ac-5ea4093e50ab	open	high	dev	""	""	""	strategy-drift-数据库查询方法内聚化时间参数如-today从-rust-传参层剥离开始倾向于在内部或-sql	2026-03-16T13:23:14.696756+00:00	2026-03-16T13:23:14.696756+00:00	架构漂移: 数据库查询方法内聚化：时间参数（如 today）从 Rust 传参层剥离，开始倾向于在内部或 SQL 层面消化，导致调用...	close: old drift/automation reports
202e5aa1-42eb-44b2-ace0-269a41fe15a4	open	high	dev	""	""	""	strategy-drift-引入任务状态逆向补偿机制requeuerunningtasksforslot由底层资源控制流slot-进程级查杀重启直接回调触发业务层任务状态的流转running-回退至-queued打破了原有仅由业务逻辑自顶向下驱动的状态机闭环	2026-03-16T13:24:54.012987+00:00	2026-03-16T13:24:54.012987+00:00	架构漂移: 引入任务状态逆向补偿机制（requeue_running_tasks_for_slot），由底层资源控制流（Slot 进...	close: old drift/automation reports
cc208bf9-35a0-4672-a249-4bc059fbcbfb	open	high	dev	""	""	""	strategy-drift-非原子化的外键关联模型eventual-relational-consistencypty-会话在被-flow	2026-03-16T13:30:15.278210+00:00	2026-03-16T13:30:15.278210+00:00	架构漂移: 非原子化的外键关联模型（Eventual Relational Consistency）：PTY 会话在被 Flow E...	close: old drift/automation reports
97c27c9f-cd0e-48dd-83a9-58759fc9c024	open	high	dev	""	""	""	strategy-drift-对话检索向量存储粒度从-1-session-1-embedding	2026-03-16T13:35:21.208061+00:00	2026-03-16T13:35:21.208061+00:00	架构漂移: 对话检索向量存储粒度：从 1 Session : 1 Embedding 升级为 1 Session : N Topic...	close: old drift/automation reports
f4137128-0222-41b4-9ea6-9d0b98056af7	open	high	dev	""	""	""	strategy-drift-引入异步多模态解析管线新增独立轮询的-visionworker通过后台调用-gemini-vision-解析图片占位符并通过	2026-03-16T13:35:21.216844+00:00	2026-03-16T13:35:21.216844+00:00	架构漂移: 引入异步多模态解析管线：新增独立轮询的 `vision_worker`，通过后台调用 Gemini Vision 解析图...	close: old drift/automation reports
1fb14db7-be46-49ab-a275-ce23a3ac2665	open	high	dev	""	""	""	strategy-drift-生命周期与状态过滤模型修复了-compacted-状态造成的分析孤岛同时为-memorydebug-引入独立且生命周期更短的	2026-03-16T13:35:21.217059+00:00	2026-03-16T13:35:21.217059+00:00	架构漂移: 生命周期与状态过滤模型：修复了 `compacted` 状态造成的分析孤岛，同时为 `memory:debug` 引入独...	close: old drift/automation reports
2bcebd0b-2bcb-4cab-9f57-418de1f187aa	open	high	dev	""	""	""	strategy-drift-在-missiond-corewsserver-中引入了-contextenricherslot-基于	2026-03-16T13:41:58.689589+00:00	2026-03-16T13:41:58.689589+00:00	架构漂移: 在 `missiond-core::ws::server` 中引入了 `ContextEnricherSlot` (基于...	close: old drift/automation reports
4d7d5900-2f04-4398-abe8-2e5f84024bea	open	high	dev	""	""	""	strategy-drift-协议转换职责上移将原本下放给外部-mcp-客户端强硬解析处理的协议容错逻辑json-强解-sse	2026-03-16T13:46:33.723945+00:00	2026-03-16T13:46:33.723945+00:00	架构漂移: 协议转换职责上移：将原本下放给外部 MCP 客户端强硬解析处理的协议容错逻辑（JSON 强解 SSE data 抛错），...	close: old drift/automation reports
3df06926-da77-4a4f-8df1-025ea1a74f27	open	high	dev	""	""	""	strategy-drift-engine-架构收敛82将散落的-autopilot-flow-memory	2026-03-16T13:49:26.799358+00:00	2026-03-16T13:49:26.799358+00:00	架构漂移: Engine 架构收敛（8→2）：将散落的 autopilot, flow, memory 等 8 个独立模块收拢为 i...	close: old drift/automation reports
a0e7f45a-9d42-4765-96cf-b34751dac1a7	open	high	dev	""	""	""	strategy-drift-mcp-工具层整合合并-13-个独立功能文件使用带可选参数的单点入口代替分散入口减少模型选择成本	2026-03-16T13:49:26.823027+00:00	2026-03-16T13:49:26.823027+00:00	架构漂移: MCP 工具层整合：合并 13 个独立功能文件，使用带可选参数的单点入口代替分散入口，减少模型选择成本	close: old drift/automation reports
8e4ab18f-5ce3-4d9f-911d-352a6519a073	open	high	dev	""	""	""	strategy-drift-前端-ui-层需要引入对底层-llm-原始推流日志thinkingtool	2026-03-16T13:51:32.538813+00:00	2026-03-16T13:51:32.538813+00:00	架构漂移: 前端 UI 层需要引入对底层 LLM 原始推流日志（Thinking/Tool calls）的解析与持久化存储接管	close: old drift/automation reports
16344dbb-767a-4397-a86d-373edcd8de7e	open	high	dev	""	""	""	strategy-drift-pty-自动批准逻辑产生特例化分型打破了原本-dangerouslyskippermissions-的全盘自动批准依据选项的语义有无-yesallow	2026-03-16T13:56:09.385983+00:00	2026-03-16T13:56:09.385983+00:00	架构漂移: PTY 自动批准逻辑产生特例化分型：打破了原本 dangerouslySkipPermissions 的全盘自动批准，依...	close: old drift/automation reports
b3539132-35a6-4496-8e82-31fee6273f5c	open	high	dev	""	""	""	strategy-drift-路由响应协议扩展router-chat-响应格式在标准的-openai-兼容格式之外增加了自定义的	2026-03-16T14:03:24.183235+00:00	2026-03-16T14:03:24.183235+00:00	架构漂移: 路由响应协议扩展：Router Chat 响应格式在标准的 OpenAI 兼容格式之外，增加了自定义的 tool_cal...	close: old drift/automation reports
a67a62c8-e34d-4b7f-bd78-39990fcfa486	open	high	dev	""	""	""	strategy-drift-部分终端原生无关输出如-claude-code-切包管理器的更新提示文本泄漏进了前端业务聊天流表明前端pty-截获清洗机制仍存在脏数据过滤漏洞	2026-03-16T14:10:17.654235+00:00	2026-03-16T14:10:17.654235+00:00	架构漂移: 部分终端原生无关输出（如 Claude Code 切包管理器的更新提示文本）泄漏进了前端业务聊天流，表明前端/PTY 截...	close: old drift/automation reports
8957a8ca-749d-4846-a979-39360a1a366c	open	high	dev	""	""	""	strategy-drift-在-pty-session-的高频屏幕解析层引入了具有状态的去重机制-lasttoolname	2026-03-16T14:28:50.801443+00:00	2026-03-16T14:28:50.801443+00:00	架构漂移: 在 PTY Session 的高频屏幕解析层引入了具有状态的去重机制 (last_tool_name, last_too...	close: old drift/automation reports
a7fa2d81-d80a-40dc-a266-f25d72545d3a	open	high	dev	""	""	""	strategy-drift-为节省计算资源slot-jarvis-从常驻后台进程改为按需启动前端-ui-mount-并在	2026-03-16T14:41:49.086800+00:00	2026-03-16T14:41:49.086800+00:00	架构漂移: 为节省计算资源，slot-jarvis 从常驻后台进程改为按需启动（前端 UI mount 并在 SSE 连接报 503...	close: old drift/automation reports
b56c0ddb-108c-40e4-b73c-7e7d64e6c5dd	open	high	dev	""	""	""	strategy-drift-配置单向同步策略将-llmyaml-确立为-auth-mode	2026-03-16T14:57:18.316156+00:00	2026-03-16T14:57:18.316156+00:00	架构漂移: 配置单向同步策略：将 `llm.yaml` 确立为 Auth Mode 的 Single Source of Truth...	close: old drift/automation reports
f5452b7a-ed50-4c39-9dda-e86beb366e35	open	high	dev	""	""	""	strategy-drift-mcp-工具双入口兼容模式为应对-claude-code-工具列表缓存问题保留了	2026-03-16T14:57:18.317034+00:00	2026-03-16T14:57:18.317034+00:00	架构漂移: MCP 工具双入口兼容模式：为应对 Claude Code 工具列表缓存问题，保留了 `mission_llm_trac...	close: old drift/automation reports
62be5b00-0dd4-4bf8-b9e4-8676330b6e4d	open	high	dev	""	""	""	strategy-drift-非交互式进程沙盒化强制为大模型调用的-cli-子进程设置-stdionull-并引入带有	2026-03-16T14:57:18.317638+00:00	2026-03-16T14:57:18.317638+00:00	架构漂移: 非交互式进程沙盒化：强制为大模型调用的 CLI 子进程设置 `Stdio::null()` 并引入带有 Mutex 的 ...	close: old drift/automation reports
ea5f2902-2b87-421e-8969-be2abe39d380	open	high	dev	""	""	""	strategy-drift-claude-code-默认的终端环境预设与-web-ui	2026-03-16T14:59:32.952321+00:00	2026-03-16T14:59:32.952321+00:00	架构漂移: Claude Code 默认的终端环境预设与 Web UI 实际运行时产生冲突，导致身份幻觉（认为会话是不连贯的独立调用...	close: old drift/automation reports
6134d631-da82-4157-b6af-d2085953870c	open	high	dev	""	""	""	strategy-drift-missiond-前端跨域方案放弃了后端修改-cors-headers转而利用-nextjs	2026-03-16T14:59:32.953023+00:00	2026-03-16T14:59:32.953023+00:00	架构漂移: MissionD 前端跨域方案放弃了后端修改 CORS headers，转而利用 Next.js 的 rewrites ...	close: old drift/automation reports
895469b5-559a-4a08-a639-988ed6f77c99	open	high	dev	""	""	""	strategy-drift-mcp-tool-registry-drift-llm	2026-03-16T15:00:16.894685+00:00	2026-03-16T15:00:16.894685+00:00	架构漂移: MCP Tool Registry Drift: LLM 系统上下文/知识库中仍然保留废弃工具名 (mission_kb...	close: old drift/automation reports
9a3764d5-e327-48c2-8da8-ad04acd9dd17	open	high	dev	""	""	""	strategy-drift-error-boundary-swallowing-mcp-tool	2026-03-16T15:00:16.895307+00:00	2026-03-16T15:00:16.895307+00:00	架构漂移: Error Boundary Swallowing: MCP tool handlers 未能正确地将底层模块 (mis...	close: old drift/automation reports
264eb36a-fa6d-4db6-8364-5d43fd3e2141	open	high	dev	""	""	""	strategy-drift-任务分配机制重构从-web-接口层硬编码指定固定的-worker-slot-worker-1重构为推迟到	2026-03-16T15:06:32.823910+00:00	2026-03-16T15:06:32.823910+00:00	架构漂移: 任务分配机制重构：从 Web 接口层硬编码指定固定的 Worker (slot-worker-1)，重构为推迟到 Aut...	close: old drift/automation reports
403b8fa6-9bf4-4f34-ba74-48b009ba5fee	open	high	dev	""	""	""	strategy-drift-异步任务反馈闭环引入了针对-board-task-失败状态quota-exhausted	2026-03-16T15:06:32.824212+00:00	2026-03-16T15:06:32.824212+00:00	架构漂移: 异步任务反馈闭环：引入了针对 Board Task 失败状态（Quota Exhausted, Auth Error, ...	close: old drift/automation reports
462e691b-d522-4caf-a596-c774c60c4f45	open	high	dev	""	""	""	strategy-drift-jarvis-chat-调度逻辑翻转摒弃除纯聊天外默认后台派发的模式改为默认全量走同步-pty-流式输出仅针对	2026-03-16T15:08:28.768507+00:00	2026-03-16T15:08:28.768507+00:00	架构漂移: Jarvis Chat 调度逻辑翻转：摒弃「除纯聊天外默认后台派发」的模式，改为「默认全量走同步 PTY 流式输出，仅针...	close: old drift/automation reports
41858d34-bfc1-4ff6-8241-0656ba43a2da	open	high	dev	""	""	""	strategy-drift-mcp-聚合工具的统一网关模式通过引入内部-action-路由层将多个收敛后的统一工具入口如-missionconversationquery动态分发至	2026-03-16T15:08:28.769756+00:00	2026-03-16T15:08:28.769756+00:00	架构漂移: MCP 聚合工具的统一网关模式：通过引入内部 action 路由层，将多个收敛后的统一工具入口（如 `mission_c...	close: old drift/automation reports
8cc66286-240f-42e6-b84c-ffd1af60ebb3	open	high	dev	""	""	""	strategy-drift-系统目录与模块结构重组扁平的-engine-目录重构为领域驱动的-intentengine-与	2026-03-16T15:08:28.769987+00:00	2026-03-16T15:08:28.769987+00:00	架构漂移: 系统目录与模块结构重组：扁平的 engine 目录重构为领域驱动的 `intent_engine` 与 `learnin...	close: old drift/automation reports
d9ebc518-7281-4120-bf36-f68b25257071	open	high	dev	""	""	""	strategy-drift-工具注册表断层-tool-registry-disconnect部分高频依赖的抽象工具如知识库检索auth状态查询存在于-agent	2026-03-16T15:09:16.429218+00:00	2026-03-16T15:09:16.429218+00:00	架构漂移: 工具注册表断层 (Tool Registry Disconnect)：部分高频依赖的抽象工具（如知识库检索、Auth状态...	close: old drift/automation reports
ace7b3bf-5768-4c50-87c7-844de94a5324	open	high	dev	""	""	""	strategy-drift-错误掩蔽边界-error-masking-boundary跨进程模块调用时rust-端详细的业务异常如数据库写入失败在转换为	2026-03-16T15:09:16.445652+00:00	2026-03-16T15:09:16.445652+00:00	架构漂移: 错误掩蔽边界 (Error Masking Boundary)：跨进程/模块调用时，Rust 端详细的业务异常（如数据库...	close: old drift/automation reports
1d9a59cd-3ec4-4949-b7e7-1c9ba94da92b	open	high	dev	""	""	""	strategy-drift-异步调度的会话穿透传统的异步-board-task-现在会-hold	2026-03-16T15:18:11.832546+00:00	2026-03-16T15:18:11.832546+00:00	架构漂移: 异步调度的会话穿透：传统的异步 Board Task 现在会 hold 住前端的 HTTP SSE 连接，跨 Slot ...	close: old drift/automation reports
62430411-0379-4217-91ad-1dd3ad177552	open	high	dev	""	""	""	strategy-drift-回显过滤责任转移从依赖强制的字符串-boundary-marker-截断演变为基于-pastfirstthinking	2026-03-16T15:18:11.843714+00:00	2026-03-16T15:18:11.843714+00:00	架构漂移: 回显过滤责任转移：从依赖强制的字符串 Boundary Marker 截断，演变为基于 `past_first_thin...	close: old drift/automation reports
464d0f1a-2797-4833-9149-e2299d9a7b14	open	high	dev	""	""	""	strategy-drift-missiond-mcp-工具接口收敛碎片化的-kb-和	2026-03-16T15:33:03.265961+00:00	2026-03-16T15:33:03.265961+00:00	架构漂移: MissionD MCP 工具接口收敛：碎片化的 KB 和 Conversation 处理器通过 `mission_kb...	close: old drift/automation reports
e1adc5af-1f1e-4e6d-9706-830011e581ad	open	high	dev	""	""	""	strategy-drift-board-终端分离独立运行前端架构从依附-daemon-演进为独立3120端口运行并全面废弃旧版态-dashboard8919	2026-03-16T15:41:02.603325+00:00	2026-03-16T15:41:02.603325+00:00	架构漂移: Board 终端分离独立运行：前端架构从依附 Daemon 演进为独立(3120端口)运行，并全面废弃旧版态 dashb...	close: old drift/automation reports
c3490259-c3c6-4b61-ac46-7bf6f91bb546	open	high	dev	""	""	""	strategy-drift-流程死胡同requiresapproval-节点缺乏执行路径与后继状态处理逻辑导致任务陷入死路记录于-failed-任务板	2026-03-16T15:41:44.919898+00:00	2026-03-16T15:41:44.919898+00:00	架构漂移: 流程死胡同：requires_approval 节点缺乏执行路径与后继状态处理逻辑，导致任务陷入死路（记录于 Faile...	close: old drift/automation reports
a3209a7c-1e9e-47f9-b264-ff4bf752fbd0	open	high	dev	""	""	""	strategy-drift-状态同步不可靠前端乐观更新-optimistic-update-缺乏网络逻辑失败时的回滚机制导致-ui	2026-03-16T15:41:44.930871+00:00	2026-03-16T15:41:44.930871+00:00	架构漂移: 状态同步不可靠：前端乐观更新 (optimistic update) 缺乏网络/逻辑失败时的回滚机制，导致 UI 状态与...	close: old drift/automation reports
d510cb9d-11f3-484a-a0d0-718ae7ebc8d9	open	high	dev	""	""	""	strategy-drift-知识资产的物理转移与蒸馏从任务板boardtasks作为历史执行记录的载体转移向知识库knowledge-ftsvector作为经过大模型蒸馏的长期系统记忆中枢	2026-03-16T15:49:46.861969+00:00	2026-03-16T15:49:46.861969+00:00	架构漂移: 知识资产的物理转移与蒸馏：从任务板（board_tasks）作为历史执行记录的载体，转移向知识库（knowledge F...	close: old drift/automation reports
c08bca51-e8a7-4ac3-a02c-5f2aba111dbe	open	high	dev	""	""	""	strategy-drift-jarvis-ui-数据流设计偏差虽然底层已经实现了基于-jsonl-的实时对话日志记录conversationlogger但前端	2026-03-16T15:52:26.461588+00:00	2026-03-16T15:52:26.461588+00:00	架构漂移: Jarvis UI 数据流设计偏差：虽然底层已经实现了基于 JSONL 的实时对话日志记录（ConversationLo...	close: old drift/automation reports
90296e81-f79a-471f-a189-64dda3ee48a2	open	high	dev	""	""	""	strategy-drift-jarvis-chat-消息管道从黑盒解析pty-textassembler演进为结构化数据透传jsonl-watchereventnewmessages	2026-03-16T16:11:13.795088+00:00	2026-03-16T16:11:13.795088+00:00	架构漂移: Jarvis Chat 消息管道从黑盒解析（PTY + TextAssembler）演进为结构化数据透传（JSONL W...	close: old drift/automation reports
c70451b0-4822-4534-b839-a3151106af63	open	medium	dev	""	""	""	strategy-workflow-重构-jarvis-chat-的消息捕获机制废弃当前的-pty	2026-03-16T16:13:49.637794+00:00	2026-03-16T16:13:49.637794+00:00	工作流自动化: 重构 Jarvis Chat 的消息捕获机制：废弃当前的 PTY 屏幕抓取与 TextAssembler，改用已存在的 CCTasksWatcher (JSONL 增量读取) 直接通过 SSE 广播到前端	close: old drift/automation reports
9afa66b5-c98f-488d-9a99-29f0bfffd75b	open	high	dev	""	""	""	strategy-drift-服务端-websocket-从纯粹的-pty-事件透传演变为集成	2026-03-16T16:13:49.653317+00:00	2026-03-16T16:13:49.653317+00:00	架构漂移: 服务端 WebSocket 从纯粹的 PTY 事件透传，演变为集成 PTY 事件（状态、交互）与 JSONL 增量数据（...	close: old drift/automation reports
a787bd5e-1b66-4d11-9575-967f1753f452	open	high	dev	""	""	""	strategy-drift-系统生命周期管理增强加入-sigterm-捕获与-graceful-shutdown	2026-03-16T16:13:49.653786+00:00	2026-03-16T16:13:49.653786+00:00	架构漂移: 系统生命周期管理增强：加入 SIGTERM 捕获与 Graceful Shutdown 机制，并在启动前置阶段通过 `M...	close: old drift/automation reports
35a6357b-61ca-4446-8507-f2126d693445	open	medium	dev	""	""	""	strategy-workflow-为-missionboardquery-等易产生巨量数据的-mcp-工具增加强制的默认分页	2026-03-16T16:14:35.941676+00:00	2026-03-16T16:14:35.941676+00:00	工作流自动化: 为 `mission_board_query` 等易产生巨量数据的 MCP 工具增加强制的默认分页 (limit) 和防护性元数据返回，并在服务端实现硬截断	close: old drift/automation reports
a0a4b7f0-3b46-4189-a375-4c0748f66cf2	open	medium	dev	""	""	""	strategy-workflow-重构-jarvis-chat-的消息捕获机制废弃当前的-pty	2026-03-16T16:14:35.952188+00:00	2026-03-16T16:14:35.952188+00:00	工作流自动化: 重构 Jarvis Chat 的消息捕获机制：废弃当前的 PTY 屏幕抓取与 TextAssembler，改用已存在的 CCTasksWatcher (JSONL 增量读取) 直接通过 SSE 广播到前端	close: old drift/automation reports
e78f9b1c-13f3-4e9d-af9b-8dc9ca1166c6	open	high	dev	""	""	""	strategy-drift-mcp-工具侧缺乏统一的响应大小边界控制与游标规范导致调用端agent自主实现分页拉取逻辑时失控产生大量无意义的临时文件写入与递归调用死循环	2026-03-16T16:14:35.952496+00:00	2026-03-16T16:14:35.952496+00:00	架构漂移: MCP 工具侧缺乏统一的响应大小边界控制与游标规范，导致调用端（Agent）自主实现分页拉取逻辑时失控，产生大量无意义的...	close: old drift/automation reports
e742d828-c6f6-464c-b58f-6da859dfdc16	open	medium	dev	""	""	""	strategy-workflow-为-missionboardquery-等易产生巨量数据的-mcp-工具增加强制的默认分页	2026-03-16T16:15:13.785825+00:00	2026-03-16T16:15:13.785825+00:00	工作流自动化: 为 `mission_board_query` 等易产生巨量数据的 MCP 工具增加强制的默认分页 (limit) 和防护性元数据返回，并在服务端实现硬截断	close: old drift/automation reports
82f9505e-847b-40dd-aafe-46e6c463a9c7	open	medium	dev	""	""	""	strategy-workflow-重构-jarvis-chat-的消息捕获机制废弃当前的-pty	2026-03-16T16:15:13.796514+00:00	2026-03-16T16:15:13.796514+00:00	工作流自动化: 重构 Jarvis Chat 的消息捕获机制：废弃当前的 PTY 屏幕抓取与 TextAssembler，改用已存在的 CCTasksWatcher (JSONL 增量读取) 直接通过 SSE 广播到前端	close: old drift/automation reports
52c620a7-b370-4b58-a4e6-38703a049729	open	medium	dev	""	""	""	strategy-workflow-为-missionboardquery-等易产生巨量数据的-mcp-工具增加强制的默认分页	2026-03-16T16:22:16.899984+00:00	2026-03-16T16:22:16.899984+00:00	工作流自动化: 为 `mission_board_query` 等易产生巨量数据的 MCP 工具增加强制的默认分页 (limit) 和防护性元数据返回，并在服务端实现硬截断	close: old drift/automation reports
675c7fb8-c3ee-44c1-98d4-028cc3b8fd6f	open	high	dev	""	""	""	strategy-drift-为支持批量高质量长文本分析在-routerchat-链路层新增了免签名污染的-channel-透传注入方式使	2026-03-16T16:22:16.922242+00:00	2026-03-16T16:22:16.922242+00:00	架构漂移: 为支持批量高质量长文本分析，在 router_chat 链路层新增了免签名污染的 `_channel` 透传注入方式，使...	close: old drift/automation reports
